Authors,Author full names,Author(s) ID,Title,Year,Source title,Link,Affiliations,Authors with affiliations,Funding Details
Deluze A.K.; Enos K.; Mossman K.; Gunasekera I.; Espiritu D.; Jay C.; Jackson P.; Connelly S.; Han M.H.; Giardina C.P.; McMillen H.; Meyer M.A.,"Deluze, Anthony K. (58927116800); Enos, Kamuela (58926463000); Mossman, Kialoa (58926245200); Gunasekera, Indrajit (58926245300); Espiritu, Danielle (58926463100); Jay, Chelsey (58925823400); Jackson, Puni (57211713940); Connelly, Sean (35326589800); Han, Maya H. (58927332100); Giardina, Christian P. (7007060179); McMillen, Heather (6507601715); Meyer, Manu Aluli (58927332200)",58927116800; 58926463000; 58926245200; 58926245300; 58926463100; 58925823400; 57211713940; 35326589800; 58927332100; 7007060179; 6507601715; 58927332200,"Urban ʻĀina: An Indigenous, Biocultural Pathway to Transforming Urban Spaces",2023,Sustainability (Switzerland) ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180075033&doi=10.3390%2fsu15139937&partnerID=40&md5=33e59d1198ba78d0c1963b8cc59fee16,"Hoʻōla Hou iā Kalauao, Aiea, 96701, HI, United States; Office of Indigenous Innovation, University of Hawaiʻi at Mānoa, Honolulu, 96822, HI, United States; Group 70 International, Inc, Honolulu, 96813, HI, United States; Office of Enrollment Services, University of Hawaiʻi—West Oʻahu, Kapolei, 96707, HI, United States; Mālama Learning Center, Kapolei, 96707, HI, United States; Kōkua Kalihi Valley, Hoʻoulu ʻĀina, Honolulu, 96819, HI, United States; Hawaiʻi Nonlinear, Honolulu, 96815, HI, United States; Institute of Pacific Islands Forestry U.S.D.A. Forest Service, Hilo, 96720, HI, United States; Hawaiʻi Department of Land and Natural Resources, Honolulu, 96813, HI, United States; Chancellor’s Office, University of Hawaiʻi—West Oʻahu, Kapolei, 96707, HI, United States; ʻĀina of Kaʻōnohi, Aiea, 96701, HI, United States","Deluze A.K., Hoʻōla Hou iā Kalauao, Aiea, 96701, HI, United States; Enos K., Office of Indigenous Innovation, University of Hawaiʻi at Mānoa, Honolulu, 96822, HI, United States; Mossman K., Group 70 International, Inc, Honolulu, 96813, HI, United States; Gunasekera I., Office of Enrollment Services, University of Hawaiʻi—West Oʻahu, Kapolei, 96707, HI, United States; Espiritu D., Hoʻōla Hou iā Kalauao, Aiea, 96701, HI, United States; Jay C., Mālama Learning Center, Kapolei, 96707, HI, United States; Jackson P., Kōkua Kalihi Valley, Hoʻoulu ʻĀina, Honolulu, 96819, HI, United States; Connelly S., Hawaiʻi Nonlinear, Honolulu, 96815, HI, United States; Han M.H., Kōkua Kalihi Valley, Hoʻoulu ʻĀina, Honolulu, 96819, HI, United States; Giardina C.P., Institute of Pacific Islands Forestry U.S.D.A. Forest Service, Hilo, 96720, HI, United States; McMillen H., Hawaiʻi Department of Land and Natural Resources, Honolulu, 96813, HI, United States; Meyer M.A., Chancellor’s Office, University of Hawaiʻi—West Oʻahu, Kapolei, 96707, HI, United States",
Aksel Ã‡iÃ§ekÃ§i H.,"Aksel Ã‡iÃ§ekÃ§i, Havva (58197749500)",58197749500,Circular Buildings: An Outline of Circularity in Building Production,2023,"Sustainability, Conservation and Ecology in Spatial Planning and Design: New approaches, solutions, applications",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153658206&partnerID=40&md5=d3099934d98a47df050f1050b64a3282,"TekirdaÄŸ NamÄ±k Kemal University, Department of Architecture, TekirdaÄŸ, Turkey","Aksel Ã‡iÃ§ekÃ§i H., TekirdaÄŸ NamÄ±k Kemal University, Department of Architecture, TekirdaÄŸ, Turkey",
Podhajska E.; Drzeniecka-Osiadacz A.; Halarewicz A.; Grech D.; Podhajski B.; Zienowicz M.; Bąbelewski P.; Liszewski M.,"Podhajska, Ewa (55658782800); Drzeniecka-Osiadacz, Anetta (38662604800); Halarewicz, Aleksandra (54974202700); Grech, Dariusz (6602855181); Podhajski, Bronisław (57222541702); Zienowicz, Magdalena (57198352124); Bąbelewski, Przemysław (55155595500); Liszewski, Marek (36027610300)",55658782800; 38662604800; 54974202700; 6602855181; 57222541702; 57198352124; 55155595500; 36027610300,Phytoremediation as an urban paradigm in promoting the health-potential of small green areas.,2023,Sustainable Cities and Society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161633644&doi=10.1016%2fj.scs.2023.104684&partnerID=40&md5=da681eb6e388bcab47d775419d7f2006,"Department of Landscape Architecture, Wrocław University of Environmental and Life Sciences, Grunwaldzka Str. 55, Wrocław, 50-357, Poland; Department of Climatology and Atmosphere Protection, Institute of Geography and Regional Development, University of Wrocław, Kosiby 8 str., Wrocław, 51-621, Poland; Department of Botany and Plant Ecology, Wrocław University of Environmental and Life Sciences, Grunwaldzki Sq. 24a, Wrocław, 50-363, Poland; Institute of Theoretical Physics, Faculty of Physics and Astronomy, University of Wrocław, Pl. M. Borna 9, Wrocław, 50-204, Poland; FCBA Institut Technologique 10 rue Galilée, Champs sur Marne, 77420, France; Department of Horticulture, Wroclaw University of Environmental and Life Sciences, Grunwaldzki 24A, Wroclaw, 50-375, Poland; Wrocław University of Environmental and Life Science, Institute of Agroecology and Plant Production, . Grunwaldzki Sq 24a, Wrocław, 50-363, Poland","Podhajska E., Department of Landscape Architecture, Wrocław University of Environmental and Life Sciences, Grunwaldzka Str. 55, Wrocław, 50-357, Poland; Drzeniecka-Osiadacz A., Department of Climatology and Atmosphere Protection, Institute of Geography and Regional Development, University of Wrocław, Kosiby 8 str., Wrocław, 51-621, Poland; Halarewicz A., Department of Botany and Plant Ecology, Wrocław University of Environmental and Life Sciences, Grunwaldzki Sq. 24a, Wrocław, 50-363, Poland; Grech D., Institute of Theoretical Physics, Faculty of Physics and Astronomy, University of Wrocław, Pl. M. Borna 9, Wrocław, 50-204, Poland; Podhajski B., FCBA Institut Technologique 10 rue Galilée, Champs sur Marne, 77420, France; Zienowicz M., Department of Landscape Architecture, Wrocław University of Environmental and Life Sciences, Grunwaldzka Str. 55, Wrocław, 50-357, Poland; Bąbelewski P., Department of Horticulture, Wroclaw University of Environmental and Life Sciences, Grunwaldzki 24A, Wroclaw, 50-375, Poland; Liszewski M., Wrocław University of Environmental and Life Science, Institute of Agroecology and Plant Production, . Grunwaldzki Sq 24a, Wrocław, 50-363, Poland",
Sala Benites H.; Osmond P.; Prasad D.,"Sala Benites, Henrique (58034258600); Osmond, Paul (8518803700); Prasad, Deo (7103271693)",58034258600; 8518803700; 7103271693,A neighbourhood-scale conceptual model towards regenerative circularity for the built environment,2023,Sustainable Development,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144406182&doi=10.1002%2fsd.2481&partnerID=40&md5=b77975c6a4feb01c40e7fecd4e23452d,"School of Built Environment, University of New South Wales, Sydney, Australia","Sala Benites H., School of Built Environment, University of New South Wales, Sydney, Australia; Osmond P., School of Built Environment, University of New South Wales, Sydney, Australia; Prasad D., School of Built Environment, University of New South Wales, Sydney, Australia","Australian University Librarians; University of New South Wales ‐ UIPA ‐ University; University of New South Wales, UNSW"
Bellomo M.; Falotico A.,"Bellomo, Mariangela (57213862812); Falotico, Antonella (57195303100)",57213862812; 57195303100,RECYCLE WASTE ASSETS The Centro Agricolo of Pisticci as a method; [RICICLARE PATRIMONI DI SCARTO IL CENTRO AGRICOLO DI PISTICCI COME OCCASIONE DI METODO],2023,Sustainable Mediterranean Construction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182845243&partnerID=40&md5=c0c3a25b3962a3032bf02275204e32af,"Department of Architecture, University of Naples Federico, Italy","Bellomo M., Department of Architecture, University of Naples Federico, Italy; Falotico A., Department of Architecture, University of Naples Federico, Italy",
De Filippi F.; Carbone C.,"De Filippi, Francesca (55351287100); Carbone, Carmelo (57352748000)",55351287100; 57352748000,Positive Energy Buildings and Districts beyond the NZEB paradigm: towards a whole-life approach; [I Positive Energy Buildings e Districts oltre il paradigma NZEB: verso un approccio whole-life],2023,TECHNE,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177818943&doi=10.36253%2ftechne-14447&partnerID=40&md5=a35a1f3b5ea40bac41d5cc5c7c41ec81,"Dipartimento di Architettura e Design, Politecnico di Torino, Italy","De Filippi F., Dipartimento di Architettura e Design, Politecnico di Torino, Italy; Carbone C., Dipartimento di Architettura e Design, Politecnico di Torino, Italy",
Celentano G.; Obonyo E.; Habert G.,"Celentano, Giulia (57200001767); Obonyo, Esther (24367236800); Habert, Guillaume (8391064400)",57200001767; 24367236800; 8391064400,"ACHIEVING SOCIAL JUSTICE AND ENVIRONMENTAL JUSTICE IN SAFE AFFORDABLE HOUSING THROUGH A MATERIALS- CENTERED, MULTI-LEVEL, TRANSDISCIPLINARY APPROACH",2023,The Routledge Handbook of Embodied Carbon in the Built Environment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183231680&doi=10.4324%2f9781003277927-23&partnerID=40&md5=c156a11bc0662e890664f91b13ff7764,"Sustainable Construction, ETH Zurich, Switzerland; Pennsylvania State University, United States","Celentano G., Sustainable Construction, ETH Zurich, Switzerland; Obonyo E., Pennsylvania State University, United States; Habert G., Sustainable Construction, ETH Zurich, Switzerland",
Caruso L.,"Caruso, Luca (58783140900)",58783140900,Toward Regenerative Hospitality Business Models: The Case of “Hortel”,2023,Tourism and Hospitality,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180666969&doi=10.3390%2ftourhosp4040038&partnerID=40&md5=10d2253c55962ebf8e997fb0085e5c97,"Department of Environmental Design, Faculty for the Built Environment, University of Malta, Msida, MSD 2080, Malta","Caruso L., Department of Environmental Design, Faculty for the Built Environment, University of Malta, Msida, MSD 2080, Malta","Cementstone Manufacturing Co., Ltd.; Valcucine"
Falanga R.; Ferrão J.,"Falanga, Roberto (57195639085); Ferrão, João (6601980559)",57195639085; 6601980559,COVID-19 and the City: Reframing Our Understanding of Urbicide by Learning from the Pandemic,2023,Urban Book Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151624733&doi=10.1007%2f978-3-031-25304-1_7&partnerID=40&md5=4f0f5d90abf001b19250625ca4c7538b,"University of Lisbon, Lisbon, Portugal","Falanga R., University of Lisbon, Lisbon, Portugal; Ferrão J., University of Lisbon, Lisbon, Portugal",
Negrello M.,"Negrello, Maicol (57204723152)",57204723152,Designing with Nature Climate-Resilient Cities: A Lesson from Copenhagen,2023,Urban Book Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164015718&doi=10.1007%2f978-3-031-29515-7_76&partnerID=40&md5=ad4e27c02c6eade6411e086587d8e171,"Polytechnic University of Turin, Turin, Italy","Negrello M., Polytechnic University of Turin, Turin, Italy",
Giaimo C.; Giudice B.; Pantaloni G.G.; Voghera A.,"Giaimo, Carolina (57195528849); Giudice, Benedetta (57209261058); Pantaloni, Giulio Gabriele (57219309290); Voghera, Angioletta (23468238200)",57195528849; 57209261058; 57219309290; 23468238200,Ecosystem Services and Territorial Resilience: The Role of Green and Blue Infrastructure,2023,Urban Book Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164712137&doi=10.1007%2f978-3-031-33894-6_4&partnerID=40&md5=6ccb7bec683c1138344c16b707bee676,"DISTâ€”Interuniversity Department of Regional and Urban Studies and Planning, R3Câ€”Interdepartmental Responsible Risk Resilience Centre, Politecnico di Torino, Torino, Italy","Giaimo C., DISTâ€”Interuniversity Department of Regional and Urban Studies and Planning, R3Câ€”Interdepartmental Responsible Risk Resilience Centre, Politecnico di Torino, Torino, Italy; Giudice B., DISTâ€”Interuniversity Department of Regional and Urban Studies and Planning, R3Câ€”Interdepartmental Responsible Risk Resilience Centre, Politecnico di Torino, Torino, Italy; Pantaloni G.G., DISTâ€”Interuniversity Department of Regional and Urban Studies and Planning, R3Câ€”Interdepartmental Responsible Risk Resilience Centre, Politecnico di Torino, Torino, Italy; Voghera A., DISTâ€”Interuniversity Department of Regional and Urban Studies and Planning, R3Câ€”Interdepartmental Responsible Risk Resilience Centre, Politecnico di Torino, Torino, Italy",
Aimar F.,"Aimar, Fabrizio (57223197136)",57223197136,Limiting Soil Sealing and Depaving: Local Actions for Regenerating Public Spaces to Build Green Infrastructures,2023,Urban Book Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160279654&doi=10.1007%2f978-3-031-28772-5_11&partnerID=40&md5=48d57e508bcb99221f136e715fd1afff,"Department of Architecture and Engineering, Faculty of Architecture and Design, Polis University, Rr. Bylis 12, Tirana, 1051, Albania","Aimar F., Department of Architecture and Engineering, Faculty of Architecture and Design, Polis University, Rr. Bylis 12, Tirana, 1051, Albania",
Yates A.; Pedersen Zari M.; Bloomfield S.; Burgess A.; Walker C.; Waghorn K.; Besen P.; Sargent N.; Palmer F.,"Yates, Amanda (57196999544); Pedersen Zari, Maibritt (35254244800); Bloomfield, Sibyl (57222657480); Burgess, Andrew (58161218300); Walker, Charles (58331193200); Waghorn, Kathy (35180634500); Besen, Priscila (55906706100); Sargent, Nick (58161153200); Palmer, Fleur (58161539300)",57196999544; 35254244800; 57222657480; 58161218300; 58331193200; 35180634500; 55906706100; 58161153200; 58161539300,A Transformative Architectural Pedagogy and Tool for a Time of Converging Crises,2023,Urban Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151090084&doi=10.3390%2furbansci7010001&partnerID=40&md5=902ac228050e864a3e24d404dce5b13f,"Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand","Yates A., Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand; Pedersen Zari M., Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand; Bloomfield S., Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand; Burgess A., Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand; Walker C., Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand; Waghorn K., Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand; Besen P., Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand; Sargent N., Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand; Palmer F., Huri Te Ao Hoahoanga School of Future Environments, Te Ara Auaha Faculty Design and Creative Technologies, Te WÄnanga Aronui O TÄmaki Makau Rau Auckland University of Technology, Auckland, 1010, New Zealand","New Zealand National Science Challenge Building Better Homes Towns and Cities, (P2-201910)"
Brunckhorst D.J.; Trammell E.J.,"Brunckhorst, David J. (6603357334); Trammell, E. Jamie (25121942800)",6603357334; 25121942800,Future Options Redundancy Planning: Designing Multiple Pathways to Resilience in Urban and Landscape Systems Facing Complex Change,2023,Urban Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151072200&doi=10.3390%2furbansci7010011&partnerID=40&md5=cb821cf012b515278529afc6232dd003,"Geography and Environmental Science, University of Queensland, St Lucia, 4067, Australia; Environmental Science, Policy, & Sustainability Program Southern Oregon University, Ashland, 97520, OR, United States","Brunckhorst D.J., Geography and Environmental Science, University of Queensland, St Lucia, 4067, Australia; Trammell E.J., Environmental Science, Policy, & Sustainability Program Southern Oregon University, Ashland, 97520, OR, United States","FoPER; National Science Foundation, NSF; U.S. Department of Agriculture, USDA; Emory University, EU; National Climate Change Adaptation Research Facility, NCCARF"
Anastasopoulos N.; Iliaskou P.; Nestora M.,"Anastasopoulos, Nicholas (57205539563); Iliaskou, Penelope (58161539800); Nestora, Mariela (58161539900)",57205539563; 58161539800; 58161539900,The MOVING GROUND Project: A Nature-Positive Case Study,2023,Urban Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151084829&doi=10.3390%2furbansci7010019&partnerID=40&md5=40dab52eed6e3866ecbdb05fd120acd9,"School of Architecture, National Technical University of Athens, Zografou, 15780, Greece; Duncan Dance Research Center, Vyronas, 16232, Greece; ArtEZ Institute of the Arts, Onderlangs 9, Arnhem, 6812, Netherlands","Anastasopoulos N., School of Architecture, National Technical University of Athens, Zografou, 15780, Greece; Iliaskou P., Duncan Dance Research Center, Vyronas, 16232, Greece; Nestora M., ArtEZ Institute of the Arts, Onderlangs 9, Arnhem, 6812, Netherlands","Athens School of Fine Art; DDRC; National Technical University of Athens, NTUA"
Rath S.; Mohapatra B.,"Rath, Sanghamitra (58525144700); Mohapatra, Bharati (55335354800)",58525144700; 55335354800,BLUE-GREEN NATURE-BASED SOLUTIONS FOR URBAN WASTEWATER - ENABLING A CIRCULAR ECONOMY,2023,Urbanism. Architecture. Constructions,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161632366&partnerID=40&md5=547a09788b23d24439c3b3bfd64b3cde,"Department of Architecture, Veer Surendra Sai University of Technology, Burla, India; Piloo Mody College of Architecture, Cuttack, India","Rath S., Department of Architecture, Veer Surendra Sai University of Technology, Burla, India, Piloo Mody College of Architecture, Cuttack, India; Mohapatra B., Department of Architecture, Veer Surendra Sai University of Technology, Burla, India",
Atinafe E.; Weber O.; Friis I.; Seta T.,"Atinafe, Ergua (57216865162); Weber, Odile (9634101500); Friis, Ib (57191746637); Seta, Talemos (56359119300)",57216865162; 9634101500; 57191746637; 56359119300,"Species diversity and vegetation structure of woody plants in regenerating Juniperus forest replacing Eucalyptus in the conservation area of Gullele Botanic Garden, Addis Ababa, Ethiopia",2023,Webbia,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174597649&doi=10.36253%2fjopt-14656&partnerID=40&md5=518b49f1ecdb4a608150bcc72c5e7775,"Gullele Botanic Garden, P.O. Box 153/1029, Addis Ababa, Ethiopia; Section de botanique, MusÃ©e national dâ€™histoire naturelle de Luxembourg, 24 rue MÃ¼n-ster, L-2160, Luxembourg; Natural History Museum of Denmark, University of Copenhagen, Universitetsparken 15, Copenhagen K, DK2100, Denmark; Department of Biology (Botanical Science), Dilla University, Ethiopia","Atinafe E., Gullele Botanic Garden, P.O. Box 153/1029, Addis Ababa, Ethiopia; Weber O., Section de botanique, MusÃ©e national dâ€™histoire naturelle de Luxembourg, 24 rue MÃ¼n-ster, L-2160, Luxembourg; Friis I., Natural History Museum of Denmark, University of Copenhagen, Universitetsparken 15, Copenhagen K, DK2100, Denmark; Seta T., Department of Biology (Botanical Science), Dilla University, Ethiopia",Gullele Botanic Garden
Semwal D.P.; Longkumar S.; Chandra P.; Rathi R.S.; Rai K.M.; Arya M.; Ahlawat S.P.; Singh P.K.,"Semwal, Dinesh P. (6508043542); Longkumar, Soyimchiten (59007614400); Chandra, Puran (55597182600); Rathi, Ranbir S. (24345007300); Rai, Krishna M. (58984173600); Arya, Mamta (56402830800); Ahlawat, Sudhir P. (23011311500); Singh, Praveen K. (57209545897)",6508043542; 59007614400; 55597182600; 24345007300; 58984173600; 56402830800; 23011311500; 57209545897,"Diversity Distribution Analysis of Guava (Psidium guajava L.) Populations in Cultivated and Wild Habitats in the Mid-Hills of Uttarakhand, India",2024,Agriculture (Switzerland),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191729788&doi=10.3390%2fagriculture14040575&partnerID=40&md5=f373bb0f09d98f6780ab10f4013bb6e1,"Division of Plant Exploration and Germplasm Collection, ICAR-NBPGR, New Delhi, 110012, India; ICAR-NBPGR Regional Station Bhowali, Nainital, 263132, India","Semwal D.P., Division of Plant Exploration and Germplasm Collection, ICAR-NBPGR, New Delhi, 110012, India; Longkumar S., Division of Plant Exploration and Germplasm Collection, ICAR-NBPGR, New Delhi, 110012, India; Chandra P., Division of Plant Exploration and Germplasm Collection, ICAR-NBPGR, New Delhi, 110012, India; Rathi R.S., Division of Plant Exploration and Germplasm Collection, ICAR-NBPGR, New Delhi, 110012, India; Rai K.M., ICAR-NBPGR Regional Station Bhowali, Nainital, 263132, India; Arya M., ICAR-NBPGR Regional Station Bhowali, Nainital, 263132, India; Ahlawat S.P., Division of Plant Exploration and Germplasm Collection, ICAR-NBPGR, New Delhi, 110012, India; Singh P.K., Division of Plant Exploration and Germplasm Collection, ICAR-NBPGR, New Delhi, 110012, India",
Cai G.; Hu H.,"Cai, Guanfeng (58889525700); Hu, Hongtao (58889558600)",58889525700; 58889558600,Green GDP accounting system from the perspective of resources and environment and a case study of Chongqing,2024,Applied Mathematics and Nonlinear Sciences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185202039&doi=10.2478%2famns-2024-0031&partnerID=40&md5=f3a4550b7dcc9bc2785a616c5a7fb237,"School of Chemical and Environmental Engineering, Shanghai Institute of Technology, Shanghai, 201418, China","Cai G., School of Chemical and Environmental Engineering, Shanghai Institute of Technology, Shanghai, 201418, China; Hu H., School of Chemical and Environmental Engineering, Shanghai Institute of Technology, Shanghai, 201418, China",
Tang X.; Cuce E.; Li G.; Zhao X.,"Tang, Xin (57209512745); Cuce, Erdem (47560946200); Li, Guiqiang (55936954400); Zhao, Xudong (55705196100)",57209512745; 47560946200; 55936954400; 55705196100,Continuous electricity generation from diurnal and seasonal air temperature variation,2024,Applied Thermal Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181765382&doi=10.1016%2fj.applthermaleng.2024.122367&partnerID=40&md5=a92d37645fb33bba48cb630dcc8e3024,"Department of Thermal Science and Energy Engineering, University of Science and Technology of China, Hefei, 230026, China; Department of Mechanical Engineering, Faculty of Mechanical Engineering, Istanbul Technical University, Istanbul, 34437, Turkey; School of Engineering and the Built Environment, Birmingham City University, Birmingham, B4 7XG, United Kingdom; Centre for Sustainable Energy Technologies, University of Hull, Hull, HU6 7RX, United Kingdom","Tang X., Department of Thermal Science and Energy Engineering, University of Science and Technology of China, Hefei, 230026, China; Cuce E., Department of Mechanical Engineering, Faculty of Mechanical Engineering, Istanbul Technical University, Istanbul, 34437, Turkey, School of Engineering and the Built Environment, Birmingham City University, Birmingham, B4 7XG, United Kingdom; Li G., Department of Thermal Science and Energy Engineering, University of Science and Technology of China, Hefei, 230026, China; Zhao X., Centre for Sustainable Energy Technologies, University of Hull, Hull, HU6 7RX, United Kingdom","National Natural Science Foundation of China, NSFC, (52276216); Anhui Provincial Department of Science and Technology, (2108085UD03)"
Xu P.; Mu X.; Chen H.; Ma X.; Zhao X.,"Xu, Peng (37462440100); Mu, Xin (58612094200); Chen, Hongbing (16033081500); Ma, Xuxian (58611778600); Zhao, Xudong (55705196100)",37462440100; 58612094200; 16033081500; 58611778600; 55705196100,Experimental and numerical investigation of the temperature and humidity distribution inside the channels for a regenerative indirect evaporative cooler,2024,Applied Thermal Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171878744&doi=10.1016%2fj.applthermaleng.2023.121586&partnerID=40&md5=c557b53812c2a4b1e7caa4fba589173f,"Beijing Key Lab of Heating, Gas Supply, Ventilating and Air Conditioning Engineering, Beijing University of Civil Engineering and Architecture, Beijing, 100044, China; Beijing District Heating Group, Beijing, 100020, China; School of Engineering, University of Hull, HU6 7RX, United Kingdom","Xu P., Beijing Key Lab of Heating, Gas Supply, Ventilating and Air Conditioning Engineering, Beijing University of Civil Engineering and Architecture, Beijing, 100044, China; Mu X., Beijing Key Lab of Heating, Gas Supply, Ventilating and Air Conditioning Engineering, Beijing University of Civil Engineering and Architecture, Beijing, 100044, China; Chen H., Beijing Key Lab of Heating, Gas Supply, Ventilating and Air Conditioning Engineering, Beijing University of Civil Engineering and Architecture, Beijing, 100044, China; Ma X., Beijing District Heating Group, Beijing, 100020, China; Zhao X., School of Engineering, University of Hull, HU6 7RX, United Kingdom","Fundamental Research Funds for Beijing Universities, (X20064); National Key Research and Development Program of China, NKRDPC, (2021YFF0306305)"
Eglash R.; Robinson K.P.; Bennett A.; Robert L.; Garvin M.,"Eglash, Ron (6602794199); Robinson, Kwame P (57211535651); Bennett, Audrey (7402332977); Robert, Lionel (8247734500); Garvin, Mathew (58355366000)",6602794199; 57211535651; 7402332977; 8247734500; 58355366000,Computational reparations as generative justice: Decolonial transitions to unalienated circular value flow,2024,Big Data and Society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182247282&doi=10.1177%2f20539517231221732&partnerID=40&md5=bcc896de255cc0254e4c9959da10f203,"School of Information, University of Michigan, Ann Arbor, MI, United States; Stamps School of Art and Design, University of Michigan, Ann Arbor, MI, United States","Eglash R., School of Information, University of Michigan, Ann Arbor, MI, United States; Robinson K.P., School of Information, University of Michigan, Ann Arbor, MI, United States; Bennett A., Stamps School of Art and Design, University of Michigan, Ann Arbor, MI, United States; Robert L., School of Information, University of Michigan, Ann Arbor, MI, United States; Garvin M., School of Information, University of Michigan, Ann Arbor, MI, United States","National Science Foundation, NSF, (2128756)"
Galderisi A.; Fiore P.; Ferlisi S.; Petti L.; Plaitano F.; Dâ€™Andria E.; Ciervo F.; Viccione G.,"Galderisi, Adriana (23979948800); Fiore, Pierfrancesco (56294279500); Ferlisi, Settimio (24802246300); Petti, Luigi (7003726906); Plaitano, Francesco (57605205300); Dâ€™Andria, Emanuela (57219113598); Ciervo, Fabio (54398343600); Viccione, Giacomo (25927717400)",23979948800; 56294279500; 24802246300; 7003726906; 57605205300; 57219113598; 54398343600; 25927717400,Methods and Tools to Analyse and Mitigate the Seismic and Flood Risks in Inland Areas: A Case Study in the Campania Region (Southern Italy),2024,Buildings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191401273&doi=10.3390%2fbuildings14041015&partnerID=40&md5=b2f005bccb3a7a789ee7f19011a6de09,"Department of Architecture and Industrial Design, University of Campania Luigi Vanvitelli, Aversa, 81031, Italy; Department of Civil Engineering, University of Salerno, Campania, Fisciano, 84084, Italy; Environmental and Maritime Hydraulics Laboratory (LIDAM), University of Salerno, Campania, Fisciano, 84084, Italy","Galderisi A., Department of Architecture and Industrial Design, University of Campania Luigi Vanvitelli, Aversa, 81031, Italy; Fiore P., Department of Civil Engineering, University of Salerno, Campania, Fisciano, 84084, Italy; Ferlisi S., Department of Civil Engineering, University of Salerno, Campania, Fisciano, 84084, Italy; Petti L., Department of Civil Engineering, University of Salerno, Campania, Fisciano, 84084, Italy; Plaitano F., Department of Civil Engineering, University of Salerno, Campania, Fisciano, 84084, Italy; Dâ€™Andria E., Department of Civil Engineering, University of Salerno, Campania, Fisciano, 84084, Italy; Ciervo F., Environmental and Maritime Hydraulics Laboratory (LIDAM), University of Salerno, Campania, Fisciano, 84084, Italy; Viccione G., Environmental and Maritime Hydraulics Laboratory (LIDAM), University of Salerno, Campania, Fisciano, 84084, Italy","Italian Ministry of the Environment and Protection of Land and Sea, (138/2020)"
